work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2022,Statistician  ,Engineering,EUR,191203,112306,CN,SE,FL,Remote,MX,L
2022,Data Analyst  (Remote),,,-119102,158345,US,,FT,Remote,UK,
2021,Data Engineer  ,Engineering,JPY,119360,97542,IN,SE,FL,Remote,UK,M
2022,Data Engineer  in office,Analysis,EUR,149346,35213,IN,EN,PT,Hybrid,DE,L
2022,Data Scientist  ,Engineering,INR,98348,93815,DE,MI,PT,In-person,DE,M
2021,Data Scientist  ,Data Science,GBP,128348,197708,MX,SE,FL,In-person,UK,S
2022,Data Analyst  in office,Analysis,EUR,122862,93948,IN,EN,PT,Hybrid,UK,M
2022,Machine Learning Engineer  ,ML/AI,JPY,39402,105066,DE,MI,FL,In-person,CN,S
2022,Machine Learning Engineer  ,Analysis,JPY,121861,77128,US,EN,FT,Hybrid,DE,M
2020,Machine Learning Engineer  ,ML/AI,us dolars,156121,79504,US,EX,PT,Remote,DE,M
2021,Data Engineer  ,Data Science,INR,137089,100500,DE,EX,FT,In-person,MX,M
2021,Data Engineer  in office,Data Science,EUR,56000,82340,UK,MI,FL,Hybrid,CN,L
2021,Statistician  in office,Analysis,INR,119795,159222,UK,MI,FT,Hybrid,DE,L
2020,Data Engineer  in office,,,142885,64070,US,,CT,Remote,MX,
2020,Data Engineer  in office,Analysis,GBP,35988,103285,JP,EX,FL,Hybrid,JP,L
2021,Data Engineer  ,Analysis,INR,86999,153405,UK,EX,PT,In-person,MX,L
2020,Data Analyst  in office,,,-143174,175948,DE,,PT,Remote,CN,
2021,Data Engineer  ,,,90659,48262,US,,CT,Hybrid,JP,
2020,Data Scientist  (Remote),Analysis,GBP,198862,132409,IN,MI,FL,Remote,UK,S
2022,Data Scientist  ,Engineering,JPY,125343,185126,IN,SE,FL,Hybrid,JP,L
2022,Statistician  ,Data Science,us dolars,183190,184123,MX,SE,FL,In-person,MX,L
2021,Data Analyst  in office,,,152453,189457,UK,,FL,In-person,US,
2020,Data Scientist  in office,Analysis,GBP,89938,65587,JP,EX,FT,Remote,UK,L
2020,Data Analyst  in office,Engineering,us dolars,35149,158595,CN,MI,FL,Hybrid,US,M
2022,Data Analyst  (Remote),Analysis,us dolars,68079,85131,UK,EX,FT,Remote,IN,L
2022,Statistician  ,Analysis,GBP,163556,123019,JP,SE,FT,Remote,US,S
2020,Data Analyst  (Remote),,,-143316,188725,UK,,PT,In-person,IN,
2020,Data Engineer  ,Analysis,us dolars,78601,72018,IN,EX,FL,Remote,US,L
2020,Data Analyst  ,Engineering,GBP,73809,147177,JP,EN,FT,Hybrid,MX,M
2020,Statistician  (Remote),Analysis,INR,181863,115184,IN,SE,FL,In-person,MX,L
2020,Statistician  (Remote),Analysis,JPY,187720,127292,MX,EN,CT,Hybrid,IN,M
2020,Statistician  ,Analysis,us dolars,192162,74561,DE,EN,FT,Remote,IN,S
2021,Data Scientist  (Remote),Data Science,INR,120636,146981,DE,MI,PT,In-person,UK,L
2020,Data Engineer  in office,Engineering,us dolars,160366,171142,US,EN,FL,Hybrid,MX,M
2022,Data Scientist  ,Data Science,EUR,131477,63779,IN,SE,PT,Hybrid,DE,S
2021,Machine Learning Engineer  in office,Data Science,GBP,47857,177688,IN,EX,FT,Remote,DE,S
2020,Data Engineer  (Remote),Engineering,us dolars,155305,125909,MX,EN,FT,Hybrid,UK,M
2022,Data Analyst  in office,Data Science,GBP,83709,147715,US,EX,PT,Remote,IN,M
2021,Statistician  (Remote),Data Science,us dolars,146839,130477,DE,MI,FL,Remote,DE,L
2022,Machine Learning Engineer  in office,Data Science,EUR,153307,131688,DE,SE,FT,Remote,DE,S
2020,Data Engineer  (Remote),Engineering,EUR,152850,147016,JP,SE,CT,Remote,US,S
2020,Data Scientist  ,,,50948,161869,JP,,PT,In-person,JP,
2020,Statistician  ,ML/AI,EUR,63782,174666,CN,SE,FT,Hybrid,UK,S
2020,Data Scientist  ,ML/AI,GBP,112789,77754,MX,MI,FL,Hybrid,JP,M
2021,Data Engineer  ,Engineering,EUR,135217,83639,DE,EX,FT,In-person,IN,L
2021,Data Engineer  (Remote),ML/AI,us dolars,168721,42669,CN,SE,FL,Remote,US,M
2022,Machine Learning Engineer  in office,Engineering,EUR,190074,159239,UK,MI,FL,Remote,DE,L
2020,Data Analyst  ,Engineering,GBP,64723,114509,IN,MI,FT,Remote,CN,M
2022,Data Scientist  (Remote),ML/AI,us dolars,104314,182157,JP,EN,CT,Remote,US,L
2021,Machine Learning Engineer  (Remote),Data Science,INR,120312,58787,UK,SE,FL,In-person,UK,S
2020,Statistician  ,Analysis,INR,41809,54051,JP,EX,PT,Hybrid,MX,M
2020,Data Analyst  ,ML/AI,INR,169374,80615,US,EN,FL,Remote,IN,M
2021,Machine Learning Engineer  (Remote),ML/AI,us dolars,38100,198711,IN,EX,FL,Remote,US,M
2021,Data Scientist  in office,ML/AI,INR,107627,166361,CN,EN,CT,Remote,US,L
2021,Data Engineer  (Remote),ML/AI,EUR,104635,149123,CN,MI,FL,Hybrid,US,M
2021,Statistician  ,,,-85020,185816,JP,,FT,Hybrid,DE,
2021,Data Scientist  ,Engineering,us dolars,35663,158814,DE,EN,CT,In-person,IN,S
2020,Data Analyst  ,Analysis,us dolars,125440,47945,MX,EN,FL,Hybrid,DE,M
2021,Data Analyst  in office,Analysis,JPY,77136,144135,CN,SE,FT,Hybrid,US,M
2020,Data Engineer  in office,ML/AI,GBP,136602,185299,US,EN,FT,Remote,MX,M
2020,Data Engineer  in office,ML/AI,JPY,66104,112494,US,MI,FL,Hybrid,DE,M
2021,Statistician  (Remote),ML/AI,JPY,69137,171006,DE,EX,PT,Remote,DE,S
2021,Statistician  (Remote),Analysis,JPY,163606,83168,US,SE,PT,In-person,UK,M
2020,Data Engineer  in office,ML/AI,GBP,97762,106086,MX,MI,FL,Remote,JP,M
2021,Data Engineer  in office,Data Science,JPY,170657,151915,IN,SE,FL,In-person,JP,S
2021,Data Analyst  ,Analysis,INR,106438,99560,JP,EX,FT,Hybrid,UK,L
2021,Data Engineer  ,Data Science,us dolars,66392,61772,US,EX,FL,In-person,UK,L
2022,Machine Learning Engineer  (Remote),ML/AI,us dolars,114267,169794,IN,EX,FL,Remote,CN,S
2020,Data Scientist  in office,Engineering,EUR,192198,97656,DE,SE,FT,Hybrid,DE,S
2022,Data Engineer  in office,Data Science,INR,72485,125625,JP,SE,FL,Hybrid,CN,L
2021,Statistician  (Remote),Analysis,GBP,75798,116884,DE,EX,FL,Remote,DE,M
2022,Machine Learning Engineer  in office,Data Science,us dolars,170089,147129,JP,EX,FL,Hybrid,IN,L
2021,Statistician  ,Analysis,JPY,186772,166949,MX,MI,FT,Remote,JP,M
2022,Machine Learning Engineer  in office,ML/AI,EUR,120680,48904,US,EX,FL,In-person,DE,S
2021,Data Engineer  (Remote),Data Science,EUR,125446,116328,US,EN,PT,In-person,IN,S
2022,Data Scientist  (Remote),Engineering,us dolars,197579,110195,JP,SE,FL,Hybrid,MX,S
2022,Statistician  in office,Data Science,INR,119938,190756,IN,MI,PT,Remote,CN,L
2022,Machine Learning Engineer  (Remote),Engineering,EUR,67232,96500,IN,SE,FL,Remote,JP,S
2020,Data Analyst  ,Analysis,us dolars,185092,64902,IN,EX,FT,In-person,IN,L
2022,Data Engineer  ,ML/AI,INR,127239,83606,UK,EN,PT,Remote,IN,M
2020,Data Scientist  ,ML/AI,us dolars,87172,153574,CN,EX,FL,Hybrid,UK,M
2021,Data Engineer  in office,Engineering,us dolars,127305,65571,CN,SE,FL,Hybrid,US,M
2022,Data Analyst  (Remote),Analysis,INR,174818,99447,CN,MI,FL,In-person,US,S
2021,Data Scientist  ,,,34094,106752,IN,,FL,Remote,US,
2021,Data Analyst  (Remote),,,-98466,117157,US,,FT,Hybrid,IN,
2022,Data Engineer  (Remote),Engineering,us dolars,129067,87203,MX,EN,CT,Hybrid,DE,L
2020,Machine Learning Engineer  (Remote),Engineering,EUR,60755,87805,UK,EX,PT,Hybrid,CN,S
2022,Data Engineer  ,Data Science,GBP,172624,102649,IN,EX,FL,Remote,US,M
2021,Data Engineer  (Remote),ML/AI,GBP,180851,160294,US,EN,FT,In-person,DE,S
2021,Data Engineer  ,ML/AI,us dolars,59000,70910,UK,SE,CT,In-person,MX,S
2022,Statistician  ,Data Science,us dolars,87564,183833,US,EN,FT,Hybrid,MX,L
2020,Data Analyst  ,,,175174,54992,JP,,FL,In-person,JP,
2020,Data Analyst  in office,Engineering,INR,162933,117521,US,MI,CT,Hybrid,CN,M
2021,Data Analyst  (Remote),,,73574,85448,UK,,PT,Hybrid,CN,
2021,Statistician  in office,Engineering,JPY,193754,99903,IN,SE,PT,Remote,US,S
2020,Machine Learning Engineer  in office,Analysis,INR,108819,40786,CN,MI,FT,Hybrid,IN,M
2022,Data Engineer  in office,ML/AI,us dolars,121133,141316,UK,SE,PT,Hybrid,UK,S
2021,Machine Learning Engineer  in office,ML/AI,JPY,107972,72706,IN,EX,PT,Remote,MX,L
2020,Statistician  ,Engineering,EUR,151237,139997,IN,EX,CT,Remote,IN,M
2021,Data Analyst  ,Engineering,JPY,123960,106587,MX,MI,PT,In-person,CN,M
2022,Data Engineer  (Remote),Engineering,us dolars,104426,45611,DE,SE,CT,Remote,MX,S
2020,Data Scientist  (Remote),ML/AI,GBP,68297,34490,MX,MI,CT,Hybrid,DE,L
2021,Data Scientist  ,ML/AI,us dolars,144147,80004,JP,MI,CT,Remote,MX,L
2022,Machine Learning Engineer  (Remote),Engineering,GBP,38299,126849,DE,SE,PT,Remote,JP,M
2021,Data Analyst  (Remote),Analysis,EUR,71384,159213,CN,MI,FT,In-person,CN,M
2022,Data Scientist  in office,Data Science,EUR,147182,167449,UK,EN,FT,Remote,IN,S
2022,Machine Learning Engineer  in office,Data Science,INR,106693,39903,DE,MI,PT,Hybrid,CN,M
2020,Statistician  in office,Data Science,INR,62687,175639,CN,EX,CT,Hybrid,UK,L
2022,Machine Learning Engineer  in office,ML/AI,GBP,90047,56606,IN,SE,PT,Hybrid,MX,S
2021,Machine Learning Engineer  in office,ML/AI,GBP,171263,153116,UK,EX,FL,Remote,UK,S
2022,Machine Learning Engineer  ,Data Science,EUR,84911,163332,DE,EN,FT,Remote,JP,L
2022,Data Engineer  in office,Data Science,JPY,107303,191339,US,EN,CT,Hybrid,US,L
2020,Machine Learning Engineer  in office,,,-124165,46833,CN,,PT,Remote,IN,
2022,Machine Learning Engineer  ,ML/AI,GBP,130330,145256,CN,EX,CT,In-person,CN,L
2022,Data Engineer  in office,ML/AI,JPY,122480,33498,JP,MI,FL,In-person,IN,S
2021,Data Engineer  (Remote),Data Science,INR,64623,155740,US,MI,CT,In-person,UK,S
2020,Statistician  ,Analysis,INR,143219,40518,UK,EX,FL,In-person,DE,L
2020,Data Analyst  (Remote),Analysis,GBP,153089,52254,DE,EN,FT,Hybrid,IN,M
2020,Data Scientist  (Remote),Data Science,INR,80000,111438,IN,EN,CT,Remote,MX,S
2022,Data Scientist  ,Data Science,INR,101494,186617,DE,EN,PT,In-person,UK,M
2020,Machine Learning Engineer  ,,,-126172,164417,MX,,CT,Hybrid,DE,
2022,Statistician  in office,Data Science,EUR,72876,89829,UK,SE,CT,In-person,US,M
2022,Machine Learning Engineer  ,,,-148217,123767,UK,,FL,Remote,MX,
2021,Data Scientist  ,Analysis,GBP,120688,137399,UK,SE,FL,In-person,US,L
2021,Data Engineer  in office,Data Science,GBP,134065,39642,UK,SE,PT,In-person,UK,S
2021,Data Analyst  in office,Engineering,EUR,96224,113375,MX,EX,FT,In-person,MX,S
2021,Statistician  ,Analysis,us dolars,55365,119217,CN,MI,FT,In-person,UK,L
2021,Data Engineer  in office,,,-59663,159412,DE,,FL,Remote,US,
2022,Data Analyst  in office,Engineering,EUR,134610,194371,US,EX,PT,Hybrid,UK,L
2022,Statistician  in office,Data Science,JPY,133376,196107,IN,EN,CT,In-person,MX,S
2020,Statistician  (Remote),Analysis,JPY,113275,145020,IN,EX,PT,Hybrid,JP,S
2022,Data Scientist  in office,Engineering,us dolars,153229,149937,JP,EN,PT,Remote,IN,S
2022,Data Engineer  (Remote),ML/AI,JPY,171981,184655,CN,MI,PT,Remote,JP,L
2021,Statistician  ,Analysis,JPY,90883,52105,UK,MI,FT,In-person,DE,L
2022,Statistician  (Remote),ML/AI,JPY,42713,43736,UK,SE,CT,Hybrid,UK,L
2021,Data Analyst  (Remote),Data Science,us dolars,173686,72281,UK,SE,PT,In-person,UK,L
2020,Data Scientist  (Remote),ML/AI,JPY,128097,109351,CN,EX,FT,Remote,MX,M
2020,Machine Learning Engineer  (Remote),Analysis,GBP,50734,119932,US,SE,FT,In-person,DE,S
2022,Data Scientist  (Remote),,,-191781,185384,UK,,FL,In-person,MX,
2020,Machine Learning Engineer  (Remote),Engineering,EUR,183957,107780,JP,MI,CT,Hybrid,IN,S
2022,Data Engineer  ,Analysis,JPY,101622,85652,JP,EN,PT,Remote,US,S
2020,Data Engineer  ,Engineering,INR,108267,161030,US,SE,CT,In-person,JP,M
2021,Statistician  ,ML/AI,us dolars,174413,41718,CN,EN,FL,In-person,IN,L
2021,Data Engineer  (Remote),Engineering,EUR,69435,126219,UK,MI,FL,In-person,US,S
2021,Statistician  in office,Engineering,GBP,42976,151727,MX,SE,PT,Hybrid,US,L
2021,Data Scientist  (Remote),ML/AI,EUR,112910,192500,DE,EN,FT,Remote,UK,M
2022,Data Engineer  ,ML/AI,JPY,166362,187562,DE,MI,FL,In-person,DE,S
2020,Data Scientist  (Remote),ML/AI,INR,160177,77351,IN,EN,FT,In-person,CN,L
2022,Data Scientist  ,Data Science,JPY,75812,71001,US,SE,FL,In-person,UK,M
2021,Data Engineer  in office,ML/AI,EUR,141841,155050,DE,EN,CT,Remote,MX,S
2022,Data Scientist  in office,ML/AI,us dolars,87907,46410,IN,EN,PT,Hybrid,CN,M
2020,Data Engineer  ,Data Science,INR,150992,82685,JP,MI,FL,Hybrid,DE,L
2022,Data Engineer  ,Engineering,INR,111876,196458,IN,SE,CT,In-person,UK,S
2020,Data Engineer  (Remote),ML/AI,EUR,65655,151317,UK,EX,FL,In-person,JP,S
2022,Machine Learning Engineer  (Remote),Analysis,JPY,53997,119547,UK,EX,PT,Hybrid,UK,S
2020,Data Scientist  (Remote),ML/AI,EUR,96876,186358,JP,EN,CT,Hybrid,JP,M
2020,Data Analyst  in office,ML/AI,INR,140233,172463,US,MI,FT,Hybrid,CN,M
2021,Data Engineer  in office,Data Science,EUR,152660,56999,CN,SE,FL,In-person,IN,M
2020,Data Scientist  in office,,,-187085,163090,UK,,FL,In-person,IN,
2021,Statistician  (Remote),Engineering,JPY,62862,42952,UK,SE,CT,Hybrid,CN,L
2021,Data Engineer  ,Engineering,us dolars,82448,180354,IN,MI,PT,Hybrid,CN,M
2021,Data Engineer  ,Analysis,us dolars,114612,117995,IN,EX,FL,Remote,UK,M
2022,Data Analyst  (Remote),ML/AI,EUR,148849,130351,IN,EX,CT,In-person,IN,M
2022,Machine Learning Engineer  (Remote),Data Science,INR,144060,47942,DE,EX,PT,Remote,US,L
2022,Machine Learning Engineer  ,Analysis,us dolars,92104,31722,MX,MI,FL,Hybrid,JP,L
2022,Data Engineer  ,Analysis,INR,69821,197892,JP,MI,CT,In-person,CN,S
2020,Data Scientist  in office,Engineering,JPY,172007,195618,US,EN,PT,In-person,MX,M
2020,Statistician  (Remote),Data Science,EUR,42467,159385,IN,EX,FL,Remote,DE,S
2022,Statistician  in office,Analysis,INR,172145,96219,US,EN,FL,Remote,JP,S
2020,Data Scientist  in office,Data Science,EUR,37691,137775,MX,MI,PT,Remote,UK,L
2020,Data Engineer  ,ML/AI,INR,160115,179466,IN,SE,PT,Remote,IN,L
2021,Statistician  (Remote),Engineering,INR,185562,187541,UK,EX,CT,In-person,IN,S
2021,Machine Learning Engineer  ,ML/AI,JPY,45688,104041,MX,EX,FL,Hybrid,US,S
2021,Data Scientist  in office,Data Science,EUR,128505,135747,US,EX,FL,Hybrid,IN,M
2021,Data Analyst  (Remote),,,80650,91338,DE,,CT,Hybrid,UK,
2020,Data Engineer  in office,Engineering,INR,174901,35492,IN,EX,FL,Remote,UK,L
2022,Data Scientist  in office,Data Science,INR,164158,177899,CN,MI,FL,Hybrid,DE,S
2020,Statistician  ,Analysis,us dolars,32590,146359,JP,EX,FL,Remote,JP,L
2020,Data Engineer  (Remote),ML/AI,EUR,103396,188564,UK,EX,FT,Remote,MX,S
2020,Machine Learning Engineer  (Remote),Engineering,GBP,159797,173941,MX,EN,PT,Hybrid,JP,S
2021,Data Engineer  (Remote),Analysis,JPY,199248,182935,MX,SE,FT,Hybrid,JP,L
2021,Data Engineer  (Remote),Engineering,GBP,97484,59136,IN,EX,FT,Hybrid,MX,M
2021,Machine Learning Engineer  in office,Data Science,JPY,156484,149829,MX,EN,PT,In-person,DE,L
2022,Machine Learning Engineer  ,Data Science,GBP,132267,44837,US,MI,FT,Remote,DE,S
2020,Data Engineer  (Remote),ML/AI,GBP,187367,105592,IN,EN,CT,In-person,DE,S
2022,Machine Learning Engineer  in office,Engineering,EUR,68131,161787,UK,EX,FT,Hybrid,US,M
2021,Data Scientist  ,Engineering,us dolars,41924,178347,JP,EN,CT,In-person,DE,S
2022,Machine Learning Engineer  ,Engineering,GBP,134191,50191,JP,EN,PT,In-person,IN,M
2020,Machine Learning Engineer  ,Data Science,INR,171923,90126,JP,MI,FL,Hybrid,CN,L
2020,Data Engineer  (Remote),ML/AI,INR,37734,38894,CN,EN,PT,Hybrid,US,M
2021,Data Scientist  in office,Engineering,INR,150405,114253,UK,MI,PT,Remote,MX,S
2021,Data Analyst  ,Engineering,us dolars,35293,114114,CN,MI,FT,Remote,IN,S
2022,Data Analyst  ,Analysis,GBP,83203,53321,CN,EN,PT,In-person,MX,M
2021,Statistician  ,Engineering,JPY,174892,138505,MX,EX,PT,Hybrid,JP,L
2021,Machine Learning Engineer  in office,ML/AI,JPY,97827,54959,IN,SE,CT,Remote,UK,M
2020,Machine Learning Engineer  in office,Analysis,EUR,173463,171587,UK,EN,FL,Remote,JP,S
2021,Data Scientist  (Remote),Analysis,us dolars,71970,95196,UK,EN,FT,In-person,DE,L
2021,Data Analyst  (Remote),Analysis,GBP,60796,182515,MX,EN,FL,In-person,UK,M
2020,Statistician  in office,Data Science,INR,129345,198280,IN,SE,FL,In-person,JP,M
2020,Data Scientist  (Remote),Analysis,us dolars,146245,162855,DE,SE,FL,Hybrid,US,M
2022,Machine Learning Engineer  in office,Engineering,us dolars,113127,108649,CN,MI,FT,Remote,DE,S
2021,Data Analyst  (Remote),Data Science,GBP,66389,100921,JP,SE,PT,Remote,JP,S
2020,Statistician  (Remote),,,33352,168054,US,,FL,Remote,UK,
2022,Data Engineer  in office,Data Science,EUR,152143,130887,CN,EN,FT,In-person,IN,L
2022,Data Analyst  ,Data Science,EUR,189244,45316,US,MI,PT,Hybrid,JP,L
2021,Statistician  ,Data Science,INR,172009,143652,IN,EX,FL,In-person,US,L
2021,Data Scientist  (Remote),Data Science,INR,123657,150357,US,MI,CT,In-person,UK,S
2022,Data Engineer  ,,,-137276,135364,DE,,FT,Hybrid,JP,
2020,Statistician  ,Analysis,EUR,118672,32936,UK,SE,FL,Hybrid,IN,L
2022,Statistician  (Remote),ML/AI,GBP,184624,107400,JP,EN,FT,In-person,DE,M
2021,Machine Learning Engineer  ,Engineering,EUR,175190,104843,US,EX,CT,Hybrid,DE,S
2020,Data Analyst  in office,Engineering,us dolars,41290,36709,US,EX,FT,In-person,MX,M
2020,Machine Learning Engineer  in office,,,55123,50707,IN,,PT,Remote,DE,
2022,Data Engineer  ,Analysis,JPY,82136,69384,IN,SE,FL,Hybrid,CN,S
2021,Statistician  in office,Data Science,EUR,147278,65187,MX,SE,FT,Remote,UK,L
2022,Machine Learning Engineer  in office,,,-182499,96935,UK,,FT,Hybrid,MX,
2022,Data Analyst  ,Data Science,INR,32257,72536,JP,SE,FL,In-person,MX,M
2022,Data Engineer  in office,Analysis,EUR,97733,146772,MX,EX,CT,In-person,MX,L
2020,Data Scientist  (Remote),Data Science,EUR,169294,185260,MX,EX,CT,In-person,CN,M
2020,Machine Learning Engineer  (Remote),Engineering,INR,186259,44245,US,EX,FL,In-person,MX,M
2021,Data Engineer  (Remote),Engineering,EUR,181853,141282,UK,EN,FL,In-person,IN,S
2021,Data Scientist  ,Data Science,us dolars,155890,142740,JP,MI,PT,In-person,IN,M
2022,Machine Learning Engineer  in office,,,156682,62286,UK,,FT,Hybrid,JP,
2022,Data Engineer  ,Data Science,us dolars,172076,195375,US,SE,FT,Hybrid,DE,S
2022,Data Engineer  ,Data Science,JPY,137178,110901,IN,EN,CT,Remote,UK,L
2021,Machine Learning Engineer  in office,,,87600,108986,IN,,PT,Hybrid,CN,
2020,Data Engineer  in office,ML/AI,INR,186587,99726,IN,EN,FT,Hybrid,CN,L
2020,Statistician  in office,ML/AI,GBP,110952,146342,DE,EN,PT,Remote,DE,L
2022,Machine Learning Engineer  ,Engineering,GBP,164257,53937,UK,SE,FL,Remote,CN,S
2022,Data Engineer  ,Data Science,INR,120888,153245,US,EN,FT,In-person,DE,S
2022,Data Scientist  (Remote),Analysis,JPY,153611,33960,UK,MI,FL,Remote,JP,L
2022,Data Scientist  ,ML/AI,EUR,84476,69602,IN,SE,CT,Remote,JP,S
2021,Statistician  in office,ML/AI,GBP,126279,171636,CN,MI,CT,Hybrid,JP,S
2020,Machine Learning Engineer  ,Data Science,JPY,192284,95533,CN,EN,FL,In-person,US,M
2022,Data Engineer  (Remote),Analysis,JPY,122154,77510,UK,EN,CT,Remote,US,S
2021,Data Engineer  in office,Data Science,GBP,152537,35091,JP,EX,FL,In-person,CN,S
2022,Data Scientist  (Remote),Data Science,EUR,117125,92335,CN,SE,FL,In-person,UK,M
2022,Statistician  ,ML/AI,GBP,198702,191591,CN,SE,FL,Remote,UK,L
2020,Data Scientist  ,ML/AI,JPY,104099,164782,UK,EX,CT,Remote,JP,L
2022,Data Scientist  (Remote),Engineering,us dolars,158969,93564,MX,MI,CT,Remote,IN,S
2020,Statistician  (Remote),Analysis,GBP,177657,159257,DE,MI,CT,Remote,UK,S
2020,Machine Learning Engineer  in office,Analysis,JPY,125833,145517,DE,EN,FL,In-person,CN,L
2020,Data Engineer  in office,ML/AI,GBP,79240,89977,IN,SE,PT,Hybrid,MX,S
2021,Machine Learning Engineer  (Remote),ML/AI,JPY,44772,134931,US,EN,CT,In-person,US,L
2021,Data Analyst  in office,ML/AI,EUR,140990,37988,MX,EX,PT,In-person,MX,L
2020,Data Analyst  (Remote),,,142315,196826,JP,,CT,In-person,MX,
2022,Data Analyst  (Remote),Engineering,INR,128053,123650,MX,MI,FT,Remote,CN,M
2020,Statistician  ,Analysis,us dolars,117091,53074,US,MI,FT,Remote,CN,S
2022,Data Scientist  (Remote),ML/AI,JPY,179010,51198,US,EX,FT,Hybrid,US,S
2020,Machine Learning Engineer  in office,ML/AI,GBP,183055,106045,JP,MI,PT,Hybrid,DE,L
2022,Data Engineer  (Remote),Engineering,GBP,173946,186252,DE,EX,CT,Hybrid,MX,S
2021,Data Analyst  ,,,-120341,78068,MX,,FL,In-person,JP,
2022,Machine Learning Engineer  in office,Data Science,INR,90896,140969,CN,EX,PT,Hybrid,MX,L
2020,Data Analyst  (Remote),,,-62822,46560,IN,,CT,In-person,CN,
2021,Data Analyst  ,Data Science,EUR,181822,95152,UK,EX,FT,Remote,IN,S
2022,Data Engineer  in office,Data Science,INR,132335,153516,DE,MI,PT,In-person,JP,L
2022,Statistician  ,Analysis,JPY,147828,65391,IN,SE,CT,Remote,MX,L
2022,Data Scientist  ,ML/AI,us dolars,152766,58731,CN,EN,FL,Remote,US,L
2022,Statistician  in office,Data Science,INR,189018,114698,DE,SE,PT,Hybrid,IN,M
2022,Machine Learning Engineer  ,ML/AI,JPY,162624,143880,MX,MI,FL,Remote,UK,L
2021,Statistician  ,Analysis,us dolars,103331,148440,JP,SE,PT,Hybrid,DE,M
2021,Machine Learning Engineer  ,ML/AI,JPY,166343,186308,US,SE,FT,Hybrid,CN,L
2021,Machine Learning Engineer  in office,ML/AI,EUR,110201,198205,JP,EX,FT,Hybrid,US,S
2021,Data Scientist  ,Analysis,GBP,95651,34340,CN,EX,FT,In-person,DE,S
2020,Data Engineer  (Remote),ML/AI,JPY,131917,100291,UK,MI,FL,Hybrid,CN,L
2021,Data Scientist  ,Data Science,INR,190066,78731,JP,EX,FT,Hybrid,MX,S
2022,Statistician  (Remote),,,-57186,82822,CN,,FL,Remote,MX,
2022,Machine Learning Engineer  ,Data Science,JPY,60267,71866,US,EN,FL,In-person,CN,L
2021,Data Analyst  (Remote),Data Science,JPY,69140,144295,DE,SE,FL,Hybrid,JP,M
2022,Data Analyst  in office,ML/AI,JPY,186007,126791,IN,EN,FT,Hybrid,IN,L
2021,Machine Learning Engineer  ,Data Science,INR,61748,132262,CN,EN,CT,Hybrid,JP,M
2022,Data Scientist  (Remote),ML/AI,INR,120139,71813,CN,SE,FL,Remote,DE,S
2020,Data Engineer  in office,,,-164909,169787,MX,,CT,Remote,MX,
2020,Data Scientist  ,ML/AI,GBP,94875,131354,UK,EN,FL,Remote,US,M
2021,Machine Learning Engineer  ,Data Science,JPY,170682,44783,DE,SE,FT,Hybrid,DE,S
2021,Machine Learning Engineer  ,Engineering,INR,58615,119012,CN,EN,FT,Hybrid,US,S
2021,Data Engineer  in office,Analysis,EUR,134135,97933,CN,EN,FT,Hybrid,MX,L
2022,Statistician  in office,ML/AI,JPY,183419,70680,IN,SE,PT,Hybrid,MX,L
2021,Statistician  (Remote),Data Science,JPY,64062,153207,US,EX,FT,Hybrid,DE,M
2020,Data Engineer  ,Data Science,JPY,85122,89179,JP,MI,CT,Remote,JP,L
2022,Statistician  (Remote),Data Science,JPY,103086,129613,MX,SE,FL,Hybrid,MX,M
2021,Data Analyst  (Remote),Analysis,us dolars,58205,69970,DE,MI,CT,In-person,DE,L
